2018-10-26 16:31:56,920 INFO Initializing
2018-10-26 16:31:56,938 INFO Preparing 64 HPO trials with 4 nodes each
2018-10-26 16:31:56,940 INFO Submitting HP 0: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_0', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.5318940378651195}, 'optimizer': {'name': 'Adadelta', 'lr': 5e-05}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 7, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,291 INFO Submitting HP 45: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_45', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.5877995963399875}, 'optimizer': {'name': 'Nadam', 'lr': 5e-05}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 1, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,299 INFO Submitting HP 46: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_46', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.6265858143532612}, 'optimizer': {'name': 'Nadam', 'lr': 0.0005}, 'training': {'batch_size': 128, 'n_epochs': 16, 'lr_warmup_epochs': 8, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,307 INFO Submitting HP 47: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_47', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.3812401022293126}, 'optimizer': {'name': 'Nadam', 'lr': 0.005}, 'training': {'batch_size': 64, 'n_epochs': 16, 'lr_warmup_epochs': 12, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,315 INFO Submitting HP 48: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_48', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.8158530266646378}, 'optimizer': {'name': 'RMSprop', 'lr': 0.0001}, 'training': {'batch_size': 64, 'n_epochs': 16, 'lr_warmup_epochs': 3, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,324 INFO Submitting HP 49: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_49', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.5980123548622847}, 'optimizer': {'name': 'Adadelta', 'lr': 5e-05}, 'training': {'batch_size': 64, 'n_epochs': 16, 'lr_warmup_epochs': 11, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,332 INFO Submitting HP 50: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_50', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.8154191975863896}, 'optimizer': {'name': 'RMSprop', 'lr': 0.005}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 8, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,340 INFO Submitting HP 51: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_51', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.755342968371111}, 'optimizer': {'name': 'Adam', 'lr': 0.0001}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 0, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,348 INFO Submitting HP 52: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_52', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.009735251306081216}, 'optimizer': {'name': 'Adam', 'lr': 5e-05}, 'training': {'batch_size': 128, 'n_epochs': 16, 'lr_warmup_epochs': 7, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,356 INFO Submitting HP 53: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_53', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.023969563765711688}, 'optimizer': {'name': 'RMSprop', 'lr': 0.005}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 11, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,363 INFO Submitting HP 54: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_54', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.3641835116566243}, 'optimizer': {'name': 'Adam', 'lr': 0.0001}, 'training': {'batch_size': 128, 'n_epochs': 16, 'lr_warmup_epochs': 13, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,371 INFO Submitting HP 55: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_55', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.10330823772579245}, 'optimizer': {'name': 'RMSprop', 'lr': 5e-05}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 1, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,379 INFO Submitting HP 56: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_56', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.12515687243453488}, 'optimizer': {'name': 'Adam', 'lr': 0.0001}, 'training': {'batch_size': 64, 'n_epochs': 16, 'lr_warmup_epochs': 13, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,388 INFO Submitting HP 57: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_57', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.2418512433511989}, 'optimizer': {'name': 'Adadelta', 'lr': 5e-05}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 11, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,396 INFO Submitting HP 58: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_58', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.4479730932668632}, 'optimizer': {'name': 'RMSprop', 'lr': 0.0001}, 'training': {'batch_size': 128, 'n_epochs': 16, 'lr_warmup_epochs': 6, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,404 INFO Submitting HP 59: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_59', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.7514691813348119}, 'optimizer': {'name': 'Adadelta', 'lr': 0.0005}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 5, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,412 INFO Submitting HP 60: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_60', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.255970243884336}, 'optimizer': {'name': 'RMSprop', 'lr': 0.001}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 13, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,422 INFO Submitting HP 61: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_61', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.9185639769199571}, 'optimizer': {'name': 'RMSprop', 'lr': 0.001}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 7, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,430 INFO Submitting HP 62: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_62', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.07654760916727776}, 'optimizer': {'name': 'Adam', 'lr': 5e-05}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 8, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,438 INFO Submitting HP 63: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_63', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.6367997667373896}, 'optimizer': {'name': 'Adadelta', 'lr': 0.005}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 5, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,446 INFO Waiting for tasks to complete...
2018-10-26 18:45:38,718 INFO All done!
